level	headword	pos	en	vi	soat
B1	toilet	noun	(UK, India, Australia, Hong Kong) A room, enclosed area or single-purpose building containing a fixture or fixtures used for urination and defecation; a bathroom or water closet.	(Anh) nhà vệ sinh, phòng vệ sinh	thiếu nhãn vùng — tiếng Anh ghi (UK, India, Australia, Hong Kong) nhưng bản dịch chỉ giữ "(Anh)", bỏ mất India, Australia, Hong Kong
B1	toilet	noun	A fixture used for urination and defecation, particularly one with a large bowl and ring-shaped seat which uses water to flush the waste material into a septic tank or sewer system.	bồn cầu, toa lét	ok
B1	toilet	verb	To assist another (a child, etc.) in using a toilet.	giúp (ai đó) đi vệ sinh	ok
B1	toilet	verb	To use (urinate or defecate in) a toilet.	đi vệ sinh, đi toa lét	ok
B1	tongue	noun	(countable, uncountable) Such an organ, as taken from animals and used for food (especially from cows).	lưỡi	ok
B1	tongue	noun	(metonymic) A language.	ngôn ngữ, tiếng nói	ok
B1	tongue	noun	Any similar organ, such as the lingual ribbon, or odontophore, of a mollusk; the proboscis of a moth or butterfly; or the lingua of an insect.	lưỡi	ok
B1	tongue	noun	The flexible muscular organ in the mouth that is used to move food around, for tasting and that is moved into various positions to modify the flow of air from the lungs in order to produce different sounds in speech.	lưỡi	ok
B1	tongue	verb	(music, ambitransitive) On a wind instrument, to articulate a note by starting the air with a tap of the tongue, as though by speaking a 'd' or 't' sound (alveolar plosive).	(âm nhạc) đánh lưỡi (khi thổi kèn)	ok
B1	tongue	verb	(transitive) To manipulate with the tongue.	dùng lưỡi vuốt ve, liếm	ok
B1	tongue	verb	To join by means of a tongue and groove.	(mộc) ghép bằng mộng lưỡi	ok
B1	tongue	verb	To protrude in relatively long, narrow sections.	nhô ra, thè ra (thành dải dài hẹp)	ok
B1	tour	noun	(graph theory) A closed trail.	(toán học, lý thuyết đồ thị) chu trình	ok
B1	tour	noun	A guided visit to a particular place, or virtual place.	chuyến du lịch	sai nghĩa — đây là chuyến tham quan có hướng dẫn (vd tham quan bảo tàng), không phải "chuyến du lịch"; nên là "buổi tham quan (có hướng dẫn)"
B1	tour	noun	A journey through a given list of places, such as by an entertainer performing concerts.	du lịch	sai nghĩa — đây là chuyến lưu diễn của nghệ sĩ/ca sĩ, không phải "du lịch"; nên là "chuyến lưu diễn, tour diễn"
B1	tour	noun	A journey through a particular building, estate, country, etc.	du lịch	ok
B1	tour	verb	(intransitive) To make a journey	đi du lịch, đi tham quan	ok
B1	tour	verb	(transitive) To make a circuit of a place	đi tham quan khắp (một nơi), đi vòng quanh	ok
B1	trade	adj	Of a product, produced for sale in the ordinary bulk retail trade and hence of only the most basic quality.	(hàng) phổ thông, đại trà	ok
B1	trade	noun	(countable) A particular instance of buying or selling, or a series of related transactions executed as a single investment.	giao dịch (mua bán)	ok
B1	trade	noun	(countable) An idea or strategy for an investment on a market.	(tài chính) chiến lược giao dịch, ý tưởng đầu tư	ok
B1	trade	noun	(countable) An instance of bartering items in exchange for one another.	sự trao đổi, vụ đổi hàng	ok
B1	trade	noun	(uncountable) The buying and selling of goods and services on a market.	sự buôn bán	ok
B1	trade	verb	(ambitransitive) To engage in trade.	buôn bán, giao dịch	ok
B1	trade	verb	(transitive, with for) To give (something) in exchange (for).	đổi (cái gì) lấy (cái gì)	ok
B1	trade	verb	(transitive, with on) To use or exploit a particular aspect, such as a name, reputation, or image, to gain advantage or benefit.	lợi dụng, tận dụng (danh tiếng, hình ảnh...)	ok
B1	trade	verb	(transitive) To mutually exchange (something) (with).	trao đổi (với nhau)	ok
B1	university	noun	An institution of higher education that provides facilities for teaching, research, and the conferral of academic degrees across undergraduate, graduate, and often professional levels.	trường đại học	ok
B1	useless	adj	(colloquial, somewhat derogatory) Of a person, Unable to do well at a particular task or endeavor.	(khẩu ngữ) vô dụng, kém cỏi	ok
B1	useless	adj	(derogatory, of a person) Good-for-nothing; not dependable.	(miệt thị) vô tích sự, vô dụng	ok
B1	useless	adj	Unhelpful, not useful; pointless (of an action).	vô ích, không có tác dụng	ok
B1	useless	adj	Without use or the possibility to be used.	vô dụng, không dùng được	ok
B1	wet	adj	Made up of liquid or moisture, usually (but not always) water.	ướt, ẩm ướt	ok
B1	wet	adj	Of a burrito, sandwich, or other food: covered in a sauce.	phủ sốt, có sốt	ok
B1	wet	adj	Of an object, etc.: covered or impregnated with liquid, usually (but not always) water.	ướt	ok
B1	wet	adj	Of calligraphy and fountain pens: depositing a large amount of ink from the nib or the feed.	ra nhiều mực, ướt mực	ok
B1	wet	noun	(Australia) Rainy season. (often capitalized)	(Úc) mùa mưa	ok
B1	wet	noun	(motor racing, in the plural) A tyre for use in wet weather.	(đua xe) lốp mưa	ok
B1	wet	noun	Liquid or moisture.	hơi ẩm, chất lỏng	ok
B1	wet	noun	Rainy weather.	trời mưa, thời tiết mưa	ok
B1	wet	verb	(transitive, intransitive) To make or become wet.	làm ướt, trở nên ướt	ok
B1	wet	verb	(transitive, soldering) To form an intermetallic bond between a solder and a metal substrate.	(kỹ thuật) thấm ướt (bề mặt kim loại khi hàn)	
B1	wet	verb	(transitive) To cover or impregnate with liquid.	làm ướt, thấm ướt	ok
B1	wet	verb	(transitive) To make (oneself, clothing, a bed, etc.) wet by accidental urination.	tè dầm, đái dầm	ok
B1	winter	noun	(countable, fashion) Someone with dark skin, eyes and hair, seen as best suited to certain colors of clothing.	(thời trang) người thuộc tông màu mùa Đông	
B1	winter	noun	(figuratively, poetic) The period of decay, old age, death, or the like.	tuổi xế chiều, thời suy tàn	ok
B1	winter	noun	Traditionally the fourth of the four seasons, typically regarded as spanning either the period between the winter solstice to the spring equinox, or the months of December, January, and February in temperate and polar regions of the Northern Hemisphere and the months of June, July, and August in the Southern Hemisphere. It is the time when the sun is lowest in the sky, resulting in short days, and	mùa đông	ok
B1	winter	verb	(intransitive) To spend the winter (in a particular place).	trú đông, qua mùa đông	ok
B1	winter	verb	(transitive) To store something (for instance animals) somewhere over winter to protect it from cold.	trữ qua đông, cất giữ qua mùa đông	ok
B2	absolute	adj	Complete, utter, outright; unmitigated, not qualified or diminished in any way.	hoàn toàn, tuyệt đối	ok
B2	absolute	adj	Free from imperfection, perfect, complete; especially, perfectly embodying a quality in its essential characteristics or to its highest degree.	hoàn hảo, hoàn thiện	ok
B2	absolute	adj	Free of restrictions, limitations, qualifications or conditions; unconditional.	tuyệt đối, không điều kiện	ok
B2	absolute	adj	Pure, free from mixture or adulteration; unmixed.	nguyên chất, tinh khiết	ok
B2	absolute	noun	(geometry) In a plane, the two imaginary circular points at infinity; in space of three dimensions, the imaginary circle at infinity.		
B2	absolute	noun	(philosophy, usually capitalized, usually preceded by "the") A realm which exists without reference to anything else; that which can be imagined purely by itself; absolute ego.	(triết học) cái Tuyệt đối	ok
B2	absolute	noun	(philosophy, usually capitalized, usually preceded by "the") The whole of reality; the totality to which everything is reduced; the unity of spirit and nature; God.	(triết học) cái Tuyệt đối, Thượng đế	ok
B2	absolute	noun	That which exists (or has a certain property, nature, size, etc) independent of references to other standards or external conditions; that which is universally valid; that which is not relative, conditional, qualified or mitigated.	chân lý tuyệt đối, điều tuyệt đối	ok
B2	activity	noun	(countable) Something done as an action or a movement.	hoạt động	ok
B2	activity	noun	(countable) Something done for pleasure or entertainment, especially one involving movement or an excursion.	hoạt động giải trí	ok
B2	activity	noun	(uncountable) The state or quality of being active; activeness.	hoạt động	sai nghĩa — đây là tính chất năng động/năng nổ (activeness), không phải danh từ chung "hoạt động"; nên là "tính năng động, sự năng nổ"
B2	activity	noun	The property of substances to react with other substances	(hoá học) hoạt tính	ok
B2	actress	noun	A female who performs on the stage or in films.	nữ diễn viên	ok
B2	adventure	noun	(uncountable) A feeling of desire for new and exciting things.	tinh thần phiêu lưu, khát khao mạo hiểm	ok
B2	adventure	noun	A daring feat; a bold undertaking, in which dangers are likely to be encountered, and the issue is staked upon unforeseen events; the encountering of risks.	mạo hiểm	ok
B2	adventure	noun	A mercantile or speculative enterprise of hazard; a venture; a shipment by a merchant on his own account.	vụ đầu cơ mạo hiểm	ok
B2	adventure	noun	A remarkable occurrence; a striking event.	phiêu lưu	ok
B2	adventure	verb	(intransitive) To risk oneself; to dare to go somewhere or undertake something.	mạo hiểm, liều lĩnh	ok
B2	adventure	verb	(transitive) To dare to say or utter.	dám nói, liều nói	ok
B2	adventure	verb	(transitive) To risk or hazard; jeopard.	liều, đánh liều	ok
B2	angle	noun	(media) The focus of a news story.	(truyền thông) góc độ (bài báo)	ok
B2	angle	noun	A change in direction.	khúc rẽ, chỗ ngoặt	ok
B2	angle	noun	A corner where two walls intersect.	góc tường, góc nhà	ok
B2	angle	noun	A fishhook; tackle for catching fish, consisting of a line, hook, and bait, with or without a rod.	lưỡi câu, cần câu	ok
B2	angle	noun	A viewpoint; a way of looking at something.	góc nhìn, quan điểm	ok
B2	angle	verb	(figurative, informal, with for) To attempt to subtly persuade someone to offer a desired thing.	(khẩu ngữ) gạ gẫm, khéo léo đòi	ok
B2	angle	verb	(intransitive, informal) To change direction rapidly.	(khẩu ngữ) rẽ ngoặt, đổi hướng đột ngột	ok
B2	angle	verb	(intransitive) To try to catch fish with a hook and line.	câu cá	ok
B2	angle	verb	(transitive, billiards) To hamper (oneself or one's opponent) by leaving the cue ball in the jaws of a pocket such that the surround of the pocket (the "angle") blocks the path from cue ball to object ball.		
B2	angle	verb	(transitive, informal) To present or argue something in a particular way or from a particular viewpoint.	trình bày theo góc độ riêng	thiếu nhãn khẩu ngữ — nên có "(khẩu ngữ)" như các nghĩa liền kề (angle for, angle: đổi hướng)
B2	angle	verb	(transitive, often in the passive) To place (something) at an angle.	đặt nghiêng, để chéo	ok
B2	apology	noun	A formal justification, defence.	(trang trọng) lời biện hộ, lời bào chữa	ok
B2	apology	noun	An expression of remorse or regret for having said or done something that harmed another: an instance of apologizing (saying that one is sorry).	lời xin lỗi	ok
B2	apology	noun	Anything provided as a substitute; a makeshift.	thứ tạm bợ, đồ thế tạm	ok
B2	atmosphere	noun	(figuratively) The apparent mood felt in an environment.	bầu không khí	ok
B2	atmosphere	noun	(figuratively) The conditions (such as music, illumination etc.) that can influence the mood felt in an environment.	không gian, khung cảnh	ok
B2	atmosphere	noun	The air in a particular place.	bầu không khí	ok
B2	atmosphere	noun	The gases surrounding the Earth or any astronomical body.	khí quyển	ok
B2	august	adj	Awe-inspiring, majestic, noble, venerable.	(trang trọng) uy nghi, tôn nghiêm	ok
B2	august	adj	Of noble birth.	cao quý, thuộc dòng dõi quý tộc	
B2	august	noun	Alternative form of auguste (“kind of clown”).		
B2	auntie	noun	(Asia, Africa, Australia, New Zealand) Term of familiarity or respect for a middle-aged or elderly woman.	cô, dì (cách gọi thân mật phụ nữ lớn tuổi)	
